2296	(pd)	25884	0.3
2623	(pd)	4210	0.3
7026	(pd)	51406	0.3
5465	(pd)	51406	0.3
4205	(pd)	51406	0.3
6256	(pd)	51406	0.3
7025	(pd)	51406	0.3
5468	(pd)	51406	0.3
3586	(pd)	400624	0.3
3091	(pd)	339123	0.3
64100	(pd)	339123	0.3
7033	(pd)	339123	0.3
1959	(pd)	339123	0.3
1958	(pd)	339123	0.3
429	(pd)	339123	0.3
6667	(pd)	339123	0.3
7392	(pd)	339123	0.3
6668	(pd)	339123	0.3
4005	(pd)	339123	0.3
6721	(pd)	339123	0.3
6720	(pd)	339123	0.3
6925	(pd)	339123	0.3
6671	(pd)	339123	0.3
7342	(pd)	339123	0.3
6670	(pd)	339123	0.3
2100	(pd)	339123	0.3
2551	(pd)	339123	0.3
1960	(pd)	339123	0.3
5076	(pd)	339123	0.3
8463	(pd)	339123	0.3
4654	(pd)	339123	0.3
2002	(pd)	339123	0.3
5989	(pd)	339123	0.3
196	(pd)	339123	0.3
4150	(pd)	339123	0.3
405	(pd)	339123	0.3
4656	(pd)	339123	0.3
7546	(pd)	339123	0.3
84159	(pd)	339123	0.3
8625	(pd)	339123	0.3
2099	(pd)	339123	0.3
4617	(pd)	339123	0.3
5994	(pd)	339123	0.3
6929	(pd)	339123	0.3
5990	(pd)	339123	0.3
29072	(pd)	339123	0.3
7849	(pd)	339123	0.3
5991	(pd)	339123	0.3
7023	(pd)	339123	0.3
6938	(pd)	339123	0.3
3090	(pd)	339123	0.3
4618	(pd)	339123	0.3
9915	(pd)	339123	0.3
5993	(pd)	339123	0.3
5992	(pd)	339123	0.3
1390	(pd)	5306	0.3
1385	(pd)	5306	0.3
5328	(pd)	5306	0.3
6925	(pd)	8664	0.3
6929	(pd)	8664	0.3
864	(pd)	541468	0.3
861	(pd)	541468	0.3
860	(pd)	541468	0.3
5970	(pd)	541468	0.3
8456	(pd)	3385	0.3
2623	(pd)	3300	0.3
4005	(pd)	3300	0.3
7026	(pd)	389119	0.3
3172	(pd)	389119	0.3
5465	(pd)	389119	0.3
6256	(pd)	389119	0.3
5080	(pd)	389119	0.3
7025	(pd)	389119	0.3
5468	(pd)	389119	0.3
6772	(pd)	6776	0.3
7391	(pd)	6776	0.3
3662	(pd)	6776	0.3
3663	(pd)	6776	0.3
3665	(pd)	6776	0.3
4609	(pd)	6776	0.3
3661	(pd)	6776	0.3
3660	(pd)	6776	0.3
4149	(pd)	6776	0.3
3394	(pd)	6776	0.3
405	(pd)	6776	0.3
2908	(pd)	6776	0.3
10379	(pd)	6776	0.3
3659	(pd)	6776	0.3
2299	(pd)	64863	0.3
5451	(pd)	64863	0.3
7704	(pd)	164684	0.3
3195	(pd)	8672	0.3
4782	(pd)	8672	0.3
6662	(pd)	8672	0.3
6778	(pd)	389	0.3
4763	(pd)	389	0.3
3651	(pd)	389	0.3
6688	(pd)	389	0.3
5989	(pd)	9609	0.3
5080	(pd)	9609	0.3
8625	(pd)	9609	0.3
5994	(pd)	9609	0.3
5468	(pd)	9609	0.3
5993	(pd)	9609	0.3
2623	(pd)	5106	0.3
4303	(pd)	5106	0.3
7391	(pd)	5106	0.3
3131	(pd)	5106	0.3
5451	(pd)	5106	0.3
326	(pd)	85438	0.3
6929	(pd)	389549	0.3
2908	(pd)	9446	0.3
51385	(pd)	3717	0.3
6776	(pd)	145226	0.3
7020	(pd)	145226	0.3
10062	(pd)	25941	0.3
6256	(pd)	25941	0.3
7376	(pd)	25941	0.3
3091	(pd)	23312	0.3
29072	(pd)	23312	0.3
1960	(pd)	54870	0.3
6722	(pd)	8531	0.3
4801	(pd)	7182	0.3
6660	(pd)	7182	0.3
4800	(pd)	7182	0.3
7020	(pd)	7182	0.3
7021	(pd)	7182	0.3
326	(pd)	118430	0.3
5978	(pd)	65057	0.3
8456	(pd)	65057	0.3
5077	(pd)	65057	0.3
1390	(pd)	65057	0.3
468	(pd)	65057	0.3
11016	(pd)	65057	0.3
5989	(pd)	65057	0.3
467	(pd)	65057	0.3
466	(pd)	65057	0.3
1385	(pd)	65057	0.3
1386	(pd)	65057	0.3
5328	(pd)	65057	0.3
6256	(pd)	161829	0.3
9971	(pd)	161829	0.3
7391	(pd)	55286	0.3
4609	(pd)	55286	0.3
4149	(pd)	55286	0.3
5454	(pd)	8604	0.3
5453	(pd)	8604	0.3
5460	(pd)	8604	0.3
5457	(pd)	8604	0.3
5462	(pd)	8604	0.3
3651	(pd)	8604	0.3
3586	(pd)	8604	0.3
5452	(pd)	8604	0.3
5450	(pd)	8604	0.3
5451	(pd)	8604	0.3
6776	(pd)	10780	0.3
6777	(pd)	10780	0.3
7003	(pd)	10780	0.3
10062	(pd)	23640	0.3
6256	(pd)	23640	0.3
7376	(pd)	23640	0.3
4211	(pd)	3190	0.3
22926	(pd)	3190	0.3
3205	(pd)	3190	0.3
5087	(pd)	3190	0.3
4205	(pd)	341277	0.3
2099	(pd)	4809	0.3
3651	(pd)	4809	0.3
51176	(pd)	163131	0.3
5077	(pd)	163131	0.3
6927	(pd)	163131	0.3
5454	(pd)	65008	0.3
3651	(pd)	65008	0.3
5449	(pd)	65008	0.3
1869	(pd)	78994	0.3
1832	(pd)	78994	0.3
2958	(pd)	78994	0.3
2957	(pd)	78994	0.3
5966	(pd)	78994	0.3
6925	(pd)	78994	0.3
4609	(pd)	78994	0.3
4602	(pd)	78994	0.3
6886	(pd)	78994	0.3
4149	(pd)	78994	0.3
11036	(pd)	78994	0.3
6929	(pd)	78994	0.3
7020	(pd)	78994	0.3
6908	(pd)	78994	0.3
6688	(pd)	78994	0.3
3091	(pd)	7597	0.3
5454	(pd)	7597	0.3
5453	(pd)	7597	0.3
4824	(pd)	7597	0.3
2623	(pd)	7597	0.3
2296	(pd)	7597	0.3
1050	(pd)	7597	0.3
2627	(pd)	7597	0.3
3169	(pd)	7597	0.3
2300	(pd)	7597	0.3
5460	(pd)	7597	0.3
3201	(pd)	7597	0.3
51176	(pd)	7597	0.3
3170	(pd)	7597	0.3
140628	(pd)	7597	0.3
3171	(pd)	7597	0.3
5015	(pd)	7597	0.3
958	(pd)	7597	0.3
4790	(pd)	7597	0.3
4791	(pd)	7597	0.3
1051	(pd)	7597	0.3
6927	(pd)	7597	0.3
5457	(pd)	7597	0.3
1052	(pd)	7597	0.3
2288	(pd)	7597	0.3
5970	(pd)	7597	0.3
5013	(pd)	7597	0.3
367	(pd)	7597	0.3
2624	(pd)	7597	0.3
5462	(pd)	7597	0.3
29072	(pd)	7597	0.3
2625	(pd)	7597	0.3
6935	(pd)	7597	0.3
2626	(pd)	7597	0.3
6908	(pd)	7597	0.3
8091	(pd)	7597	0.3
5452	(pd)	7597	0.3
2305	(pd)	7597	0.3
5450	(pd)	7597	0.3
1523	(pd)	7597	0.3
5451	(pd)	7597	0.3
1959	(pd)	2812	0.3
1958	(pd)	2812	0.3
8456	(pd)	2812	0.3
8521	(pd)	2812	0.3
4205	(pd)	2812	0.3
1960	(pd)	2812	0.3
7020	(pd)	2812	0.3
25988	(pd)	2812	0.3
7021	(pd)	2812	0.3
6929	(pd)	55610	0.3
7528	(pd)	50801	0.3
8856	(pd)	50801	0.3
6910	(pd)	50801	0.3
7026	(pd)	50801	0.3
51222	(pd)	50801	0.3
10062	(pd)	50801	0.3
5914	(pd)	50801	0.3
5915	(pd)	50801	0.3
6258	(pd)	50801	0.3
6256	(pd)	50801	0.3
5989	(pd)	50801	0.3
8625	(pd)	50801	0.3
7022	(pd)	50801	0.3
5994	(pd)	50801	0.3
7025	(pd)	50801	0.3
7020	(pd)	50801	0.3
5990	(pd)	50801	0.3
846	(pd)	50801	0.3
7376	(pd)	50801	0.3
5991	(pd)	50801	0.3
3090	(pd)	50801	0.3
5916	(pd)	50801	0.3
7021	(pd)	50801	0.3
6257	(pd)	50801	0.3
5993	(pd)	50801	0.3
5992	(pd)	50801	0.3
5453	(pd)	130502	0.3
6776	(pd)	130502	0.3
338917	(pd)	130502	0.3
2099	(pd)	130502	0.3
25988	(pd)	130502	0.3
2114	(pd)	11184	0.3
5451	(pd)	3400	0.3
7528	(pd)	7799	0.3
338917	(pd)	9957	0.3
2310	(pd)	9957	0.3
2309	(pd)	9957	0.3
50943	(pd)	10461	0.3
7528	(pd)	7391	0.3
6772	(pd)	7391	0.3
6910	(pd)	7391	0.3
3662	(pd)	7391	0.3
3663	(pd)	7391	0.3
3665	(pd)	7391	0.3
3661	(pd)	7391	0.3
3660	(pd)	7391	0.3
3664	(pd)	7391	0.3
3394	(pd)	7391	0.3
10379	(pd)	7391	0.3
3659	(pd)	7391	0.3
6774	(pd)	54471	0.3
2002	(pd)	54471	0.3
2623	(pd)	5880	0.3
2114	(pd)	5880	0.3
2310	(pd)	8925	0.3
4205	(pd)	8925	0.3
2309	(pd)	8925	0.3
4899	(pd)	79080	0.3
1050	(pd)	3588	0.3
6772	(pd)	3588	0.3
3195	(pd)	3588	0.3
4782	(pd)	3588	0.3
2114	(pd)	93663	0.3
4520	(pd)	26519	0.3
3223	(pd)	7297	0.3
5090	(pd)	7297	0.3
5316	(pd)	7297	0.3
5087	(pd)	7297	0.3
3211	(pd)	7297	0.3
3651	(pd)	7297	0.3
5089	(pd)	7297	0.3
3217	(pd)	7297	0.3
3218	(pd)	7297	0.3
6908	(pd)	84889	0.3
3662	(pd)	55013	0.3
3663	(pd)	55013	0.3
3665	(pd)	55013	0.3
3661	(pd)	55013	0.3
3660	(pd)	55013	0.3
3664	(pd)	55013	0.3
3394	(pd)	55013	0.3
84159	(pd)	55013	0.3
2099	(pd)	55013	0.3
3659	(pd)	55013	0.3
1832	(pd)	2176	0.3
5087	(pd)	2176	0.3
7704	(pd)	81706	0.3
4773	(pd)	9375	0.3
4776	(pd)	9375	0.3
4772	(pd)	9375	0.3
4775	(pd)	9375	0.3
405	(pd)	9375	0.3
3297	(pd)	9375	0.3
7494	(pd)	9375	0.3
1869	(pd)	1788	0.3
60468	(pd)	1788	0.3
4899	(pd)	1788	0.3
4094	(pd)	1788	0.3
9935	(pd)	1788	0.3
9603	(pd)	1788	0.3
4763	(pd)	1788	0.3
4097	(pd)	1788	0.3
4778	(pd)	1788	0.3
4205	(pd)	1788	0.3
2551	(pd)	1788	0.3
4779	(pd)	1788	0.3
571	(pd)	1788	0.3
7942	(pd)	1788	0.3
7975	(pd)	1788	0.3
7022	(pd)	1788	0.3
4286	(pd)	1788	0.3
7494	(pd)	1788	0.3
6929	(pd)	1788	0.3
7020	(pd)	1788	0.3
7030	(pd)	1788	0.3
7021	(pd)	1788	0.3
23764	(pd)	1788	0.3
6722	(pd)	128272	0.3
6660	(pd)	146845	0.3
8092	(pd)	146845	0.3
6736	(pd)	146845	0.3
6908	(pd)	146845	0.3
1523	(pd)	55623	0.3
2737	(pd)	3241	0.3
6667	(pd)	3241	0.3
6668	(pd)	3241	0.3
6671	(pd)	3241	0.3
864	(pd)	3241	0.3
861	(pd)	3241	0.3
6670	(pd)	3241	0.3
860	(pd)	3241	0.3
6095	(pd)	3241	0.3
2735	(pd)	3241	0.3
6935	(pd)	3241	0.3
2736	(pd)	3241	0.3
2186	(pd)	3241	0.3
4821	(pd)	26058	0.3
405	(pd)	26058	0.3
6722	(pd)	83543	0.3
1523	(pd)	83543	0.3
1523	(pd)	55554	0.3
3297	(pd)	84939	0.3
7026	(pd)	445329	0.3
3172	(pd)	445329	0.3
