5465	(pd)	445329	0.3
3174	(pd)	445329	0.3
6256	(pd)	445329	0.3
7025	(pd)	445329	0.3
7376	(pd)	445329	0.3
5468	(pd)	445329	0.3
6910	(pd)	11222	0.3
326	(pd)	1756	0.3
51222	(pd)	55589	0.3
5079	(pd)	55589	0.3
2002	(pd)	25972	0.3
7157	(pd)	29940	0.3
8856	(pd)	203062	0.3
6720	(pd)	203062	0.3
6256	(pd)	203062	0.3
846	(pd)	203062	0.3
7421	(pd)	203062	0.3
6257	(pd)	203062	0.3
7528	(pd)	84154	0.3
1523	(pd)	84154	0.3
5087	(pd)	23060	0.3
3651	(pd)	23060	0.3
3223	(pd)	25791	0.3
5090	(pd)	25791	0.3
5316	(pd)	25791	0.3
5989	(pd)	25791	0.3
5087	(pd)	25791	0.3
3211	(pd)	25791	0.3
3651	(pd)	25791	0.3
5089	(pd)	25791	0.3
3217	(pd)	25791	0.3
3218	(pd)	25791	0.3
5079	(pd)	5927	0.3
7003	(pd)	5927	0.3
958	(pd)	57577	0.3
4790	(pd)	57577	0.3
2288	(pd)	57577	0.3
2908	(pd)	57577	0.3
5978	(pd)	8022	0.3
5451	(pd)	10748	0.3
8856	(pd)	389337	0.3
4763	(pd)	389337	0.3
6256	(pd)	389337	0.3
846	(pd)	389337	0.3
7421	(pd)	389337	0.3
6257	(pd)	389337	0.3
5468	(pd)	84708	0.3
1869	(pd)	27341	0.3
1832	(pd)	27341	0.3
5454	(pd)	23197	0.3
59348	(pd)	5166	0.3
4899	(pd)	22834	0.3
338917	(pd)	22834	0.3
8022	(pd)	22834	0.3
1044	(pd)	22834	0.3
1045	(pd)	22834	0.3
2308	(pd)	22834	0.3
2186	(pd)	22834	0.3
5468	(pd)	26240	0.3
4824	(pd)	26136	0.3
51176	(pd)	26136	0.3
6927	(pd)	26136	0.3
55810	(pd)	26136	0.3
6908	(pd)	26136	0.3
6929	(pd)	121512	0.3
5989	(pd)	25874	0.3
3659	(pd)	25874	0.3
7157	(pd)	140710	0.3
4763	(pd)	140710	0.3
3223	(pd)	137797	0.3
5090	(pd)	137797	0.3
5316	(pd)	137797	0.3
5087	(pd)	137797	0.3
3211	(pd)	137797	0.3
3651	(pd)	137797	0.3
5089	(pd)	137797	0.3
3217	(pd)	137797	0.3
3218	(pd)	137797	0.3
1869	(pd)	5178	0.3
1832	(pd)	5178	0.3
7528	(pd)	5178	0.3
4205	(pd)	5178	0.3
4801	(pd)	5178	0.3
4800	(pd)	5178	0.3
4520	(pd)	5178	0.3
4211	(pd)	6175	0.3
3205	(pd)	6175	0.3
4801	(pd)	6175	0.3
4800	(pd)	6175	0.3
2310	(pd)	115701	0.3
2309	(pd)	115701	0.3
6929	(pd)	9179	0.3
7528	(pd)	24146	0.3
4801	(pd)	55723	0.3
4800	(pd)	55723	0.3
3091	(pd)	84148	0.3
2908	(pd)	84148	0.3
367	(pd)	84148	0.3
6095	(pd)	84148	0.3
29072	(pd)	84148	0.3
6256	(pd)	2041	0.3
9971	(pd)	2041	0.3
3659	(pd)	554313	0.3
1054	(pd)	222255	0.3
4088	(pd)	222255	0.3
6722	(pd)	222255	0.3
5465	(pd)	222255	0.3
326	(pd)	222255	0.3
6256	(pd)	222255	0.3
2299	(pd)	222255	0.3
864	(pd)	1353	0.3
861	(pd)	1353	0.3
860	(pd)	1353	0.3
4779	(pd)	6708	0.3
51385	(pd)	6812	0.3
2308	(pd)	6812	0.3
6256	(pd)	114904	0.3
9971	(pd)	114904	0.3
5454	(pd)	85451	0.3
5453	(pd)	85451	0.3
4824	(pd)	85451	0.3
5460	(pd)	85451	0.3
7080	(pd)	85451	0.3
2355	(pd)	85451	0.3
5457	(pd)	85451	0.3
8061	(pd)	85451	0.3
3726	(pd)	85451	0.3
3725	(pd)	85451	0.3
5087	(pd)	85451	0.3
84159	(pd)	85451	0.3
2354	(pd)	85451	0.3
2353	(pd)	85451	0.3
5462	(pd)	85451	0.3
3727	(pd)	85451	0.3
6908	(pd)	85451	0.3
5452	(pd)	85451	0.3
5450	(pd)	85451	0.3
5451	(pd)	85451	0.3
1869	(pd)	2671	0.3
3091	(pd)	2671	0.3
7068	(pd)	2671	0.3
1832	(pd)	2671	0.3
7067	(pd)	2671	0.3
6667	(pd)	2671	0.3
7026	(pd)	2671	0.3
6668	(pd)	2671	0.3
3172	(pd)	2671	0.3
6671	(pd)	2671	0.3
5914	(pd)	2671	0.3
4763	(pd)	2671	0.3
6670	(pd)	2671	0.3
5915	(pd)	2671	0.3
1390	(pd)	2671	0.3
468	(pd)	2671	0.3
3725	(pd)	2671	0.3
4782	(pd)	2671	0.3
6258	(pd)	2671	0.3
6256	(pd)	2671	0.3
1489	(pd)	2671	0.3
5989	(pd)	2671	0.3
196	(pd)	2671	0.3
405	(pd)	2671	0.3
8625	(pd)	2671	0.3
9971	(pd)	2671	0.3
5994	(pd)	2671	0.3
7025	(pd)	2671	0.3
6929	(pd)	2671	0.3
9354	(pd)	2671	0.3
2353	(pd)	2671	0.3
5990	(pd)	2671	0.3
29072	(pd)	2671	0.3
7849	(pd)	2671	0.3
5991	(pd)	2671	0.3
7023	(pd)	2671	0.3
1385	(pd)	2671	0.3
1386	(pd)	2671	0.3
5328	(pd)	2671	0.3
5916	(pd)	2671	0.3
7421	(pd)	2671	0.3
1871	(pd)	2671	0.3
6257	(pd)	2671	0.3
7027	(pd)	2671	0.3
9915	(pd)	2671	0.3
5993	(pd)	2671	0.3
5992	(pd)	2671	0.3
1874	(pd)	2671	0.3
1050	(pd)	148523	0.3
1649	(pd)	148523	0.3
7391	(pd)	148523	0.3
4609	(pd)	148523	0.3
4783	(pd)	148523	0.3
5241	(pd)	148523	0.3
3204	(pd)	148523	0.3
196	(pd)	148523	0.3
4149	(pd)	148523	0.3
405	(pd)	148523	0.3
2908	(pd)	148523	0.3
367	(pd)	148523	0.3
6722	(pd)	64342	0.3
2099	(pd)	64342	0.3
3090	(pd)	57453	0.3
5451	(pd)	57453	0.3
6775	(pd)	5959	0.3
6778	(pd)	5959	0.3
6776	(pd)	5959	0.3
6774	(pd)	5959	0.3
6773	(pd)	5959	0.3
6777	(pd)	5959	0.3
6772	(pd)	5959	0.3
7391	(pd)	5959	0.3
10062	(pd)	5959	0.3
4790	(pd)	5959	0.3
2355	(pd)	5959	0.3
4609	(pd)	5959	0.3
8061	(pd)	5959	0.3
3726	(pd)	5959	0.3
3725	(pd)	5959	0.3
6256	(pd)	5959	0.3
4149	(pd)	5959	0.3
405	(pd)	5959	0.3
2354	(pd)	5959	0.3
2353	(pd)	5959	0.3
7376	(pd)	5959	0.3
3727	(pd)	5959	0.3
4825	(pd)	29103	0.3
326	(pd)	9185	0.3
1054	(pd)	8685	0.3
3223	(pd)	713	0.3
5090	(pd)	713	0.3
5316	(pd)	713	0.3
326	(pd)	713	0.3
5087	(pd)	713	0.3
3211	(pd)	713	0.3
3651	(pd)	713	0.3
5089	(pd)	713	0.3
3217	(pd)	713	0.3
3218	(pd)	713	0.3
1054	(pd)	140461	0.3
5454	(pd)	5550	0.3
1523	(pd)	5550	0.3
3169	(pd)	55632	0.3
6736	(pd)	55632	0.3
2299	(pd)	55632	0.3
4790	(pd)	257415	0.3
4205	(pd)	57644	0.3
64100	(pd)	80149	0.3
7033	(pd)	80149	0.3
429	(pd)	80149	0.3
2516	(pd)	80149	0.3
6925	(pd)	80149	0.3
2355	(pd)	80149	0.3
5079	(pd)	80149	0.3
2100	(pd)	80149	0.3
2101	(pd)	80149	0.3
8061	(pd)	80149	0.3
3726	(pd)	80149	0.3
4779	(pd)	80149	0.3
571	(pd)	80149	0.3
3725	(pd)	80149	0.3
4654	(pd)	80149	0.3
7942	(pd)	80149	0.3
4656	(pd)	80149	0.3
84159	(pd)	80149	0.3
2099	(pd)	80149	0.3
4617	(pd)	80149	0.3
4286	(pd)	80149	0.3
6929	(pd)	80149	0.3
2354	(pd)	80149	0.3
2353	(pd)	80149	0.3
3727	(pd)	80149	0.3
6938	(pd)	80149	0.3
6935	(pd)	80149	0.3
7030	(pd)	80149	0.3
4618	(pd)	80149	0.3
5451	(pd)	80149	0.3
4205	(pd)	5651	0.3
7392	(pd)	29099	0.3
7391	(pd)	29099	0.3
4763	(pd)	29099	0.3
6722	(pd)	401720	0.3
3172	(pd)	401720	0.3
2099	(pd)	401720	0.3
64100	(pd)	8938	0.3
8856	(pd)	8938	0.3
22926	(pd)	8938	0.3
4005	(pd)	8938	0.3
4654	(pd)	8938	0.3
6256	(pd)	8938	0.3
6929	(pd)	8938	0.3
846	(pd)	8938	0.3
6935	(pd)	8938	0.3
7421	(pd)	8938	0.3
6257	(pd)	8938	0.3
3569	(pd)	1410	0.3
6722	(pd)	4862	0.3
4205	(pd)	4862	0.3
6095	(pd)	4862	0.3
10062	(pd)	3735	0.3
6256	(pd)	3735	0.3
7376	(pd)	3735	0.3
3659	(pd)	3735	0.3
1523	(pd)	4336	0.3
2623	(pd)	55004	0.3
2627	(pd)	55004	0.3
140628	(pd)	55004	0.3
2551	(pd)	55004	0.3
7942	(pd)	55004	0.3
5087	(pd)	55004	0.3
4286	(pd)	55004	0.3
2624	(pd)	55004	0.3
2625	(pd)	55004	0.3
7030	(pd)	55004	0.3
2626	(pd)	55004	0.3
1523	(pd)	55004	0.3
5451	(pd)	55004	0.3
326	(pd)	84174	0.3
4205	(pd)	1272	0.3
4821	(pd)	9476	0.3
6927	(pd)	56164	0.3
6928	(pd)	56164	0.3
4609	(pd)	7323	0.3
4149	(pd)	7323	0.3
1054	(pd)	120	0.3
5454	(pd)	120	0.3
2300	(pd)	120	0.3
51176	(pd)	120	0.3
5015	(pd)	120	0.3
4821	(pd)	120	0.3
84504	(pd)	120	0.3
6927	(pd)	120	0.3
6660	(pd)	120	0.3
5013	(pd)	120	0.3
6934	(pd)	120	0.3
3651	(pd)	120	0.3
27022	(pd)	120	0.3
5451	(pd)	120	0.3
10773	(pd)	65985	0.3
3091	(pd)	148398	0.3
5087	(pd)	148398	0.3
6929	(pd)	148398	0.3
29072	(pd)	148398	0.3
6935	(pd)	148398	0.3
5077	(pd)	51611	0.3
1869	(pd)	83871	0.3
3169	(pd)	83871	0.3
1832	(pd)	83871	0.3
2737	(pd)	83871	0.3
3170	(pd)	83871	0.3
3171	(pd)	83871	0.3
6927	(pd)	83871	0.3
1875	(pd)	83871	0.3
6928	(pd)	83871	0.3
1870	(pd)	83871	0.3
324	(pd)	83871	0.3
2625	(pd)	83871	0.3
2735	(pd)	83871	0.3
2736	(pd)	83871	0.3
1871	(pd)	83871	0.3
7027	(pd)	83871	0.3
2305	(pd)	83871	0.3
1874	(pd)	83871	0.3
5454	(pd)	4436	0.3
5454	(pd)	220042	0.3
4609	(pd)	91319	0.3
4205	(pd)	91319	0.3
4149	(pd)	91319	0.3
2649	(pd)	253725	0.3
2623	(pd)	3398	0.3
2296	(pd)	3398	0.3
1050	(pd)	3398	0.3
2627	(pd)	3398	0.3
3169	(pd)	3398	0.3
59348	(pd)	3398	0.3
988	(pd)	3398	0.3
3170	(pd)	3398	0.3
140628	(pd)	3398	0.3
4005	(pd)	3398	0.3
2310	(pd)	3398	0.3
3171	(pd)	3398	0.3
5015	(pd)	3398	0.3
84504	(pd)	3398	0.3
8022	(pd)	3398	0.3
3204	(pd)	3398	0.3
6660	(pd)	3398	0.3
5013	(pd)	3398	0.3
2624	(pd)	3398	0.3
6929	(pd)	3398	0.3
3651	(pd)	3398	0.3
2295	(pd)	3398	0.3
2625	(pd)	3398	0.3
2309	(pd)	3398	0.3
2626	(pd)	3398	0.3
6908	(pd)	3398	0.3
27022	(pd)	3398	0.3
2299	(pd)	3398	0.3
2308	(pd)	3398	0.3
2305	(pd)	3398	0.3
2186	(pd)	3398	0.3
5451	(pd)	3398	0.3
2308	(pd)	64854	0.3
2002	(pd)	7584	0.3
2114	(pd)	7584	0.3
6776	(pd)	100	0.3
6777	(pd)	100	0.3
8061	(pd)	100	0.3
3726	(pd)	100	0.3
3725	(pd)	100	0.3
2353	(pd)	100	0.3
3727	(pd)	100	0.3
1869	(pd)	57616	0.3
5079	(pd)	57616	0.3
8463	(pd)	57616	0.3
5087	(pd)	57616	0.3
1523	(pd)	57616	0.3
6910	(pd)	10683	0.3
3665	(pd)	23091	0.3
6935	(pd)	113179	0.3
4821	(pd)	27085	0.3
7391	(pd)	84752	0.3
4609	(pd)	84752	0.3
4149	(pd)	84752	0.3
2737	(pd)	10806	0.3
6777	(pd)	10806	0.3
8092	(pd)	10806	0.3
1044	(pd)	10806	0.3
1045	(pd)	10806	0.3
1998	(pd)	10806	0.3
2735	(pd)	10806	0.3
55810	(pd)	10806	0.3
2736	(pd)	10806	0.3
3586	(pd)	1827	0.3
6927	(pd)	80219	0.3
6929	(pd)	80219	0.3
2300	(pd)	3094	0.3
1523	(pd)	3094	0.3
7020	(pd)	10608	0.3
22926	(pd)	7511	0.3
7494	(pd)	7511	0.3
6772	(pd)	7855	0.3
6929	(pd)	7855	0.3
5468	(pd)	7855	0.3
3569	(pd)	129642	0.3
326	(pd)	9108	0.3
6720	(pd)	4490	0.3
5079	(pd)	4490	0.3
1051	(pd)	4490	0.3
5080	(pd)	4490	0.3
4520	(pd)	4490	0.3
3297	(pd)	4490	0.3
367	(pd)	4490	0.3
1050	(pd)	126259	0.3
1649	(pd)	126259	0.3
3195	(pd)	60506	0.3
4782	(pd)	60506	0.3
1523	(pd)	10081	0.3
6774	(pd)	23499	0.3
6772	(pd)	23499	0.3
367	(pd)	23499	0.3
1869	(pd)	27258	0.3
2099	(pd)	27258	0.3
324	(pd)	27258	0.3
1874	(pd)	27258	0.3
2623	(pd)	9322	0.3
1050	(pd)	9322	0.3
1406	(pd)	9322	0.3
8856	(pd)	9322	0.3
1649	(pd)	9322	0.3
7026	(pd)	9322	0.3
958	(pd)	9322	0.3
10062	(pd)	9322	0.3
5914	(pd)	9322	0.3
5915	(pd)	9322	0.3
1052	(pd)	9322	0.3
6258	(pd)	9322	0.3
30062	(pd)	9322	0.3
6256	(pd)	9322	0.3
3204	(pd)	9322	0.3
4801	(pd)	9322	0.3
4800	(pd)	9322	0.3
7025	(pd)	9322	0.3
846	(pd)	9322	0.3
7376	(pd)	9322	0.3
5916	(pd)	9322	0.3
6257	(pd)	9322	0.3
5468	(pd)	9322	0.3
2649	(pd)	6424	0.3
2551	(pd)	6424	0.3
4205	(pd)	114299	0.3
84159	(pd)	55156	0.3
3223	(pd)	7409	0.3
5090	(pd)	7409	0.3
1943	(pd)	7409	0.3
5316	(pd)	7409	0.3
2002	(pd)	7409	0.3
5087	(pd)	7409	0.3
3211	(pd)	7409	0.3
3651	(pd)	7409	0.3
5089	(pd)	7409	0.3
3217	(pd)	7409	0.3
3218	(pd)	7409	0.3
6722	(pd)	23237	0.3
8022	(pd)	199857	0.3
1051	(pd)	84274	0.3
2294	(pd)	84274	0.3
2295	(pd)	84274	0.3
2302	(pd)	84274	0.3
55810	(pd)	84274	0.3
27022	(pd)	84274	0.3
5468	(pd)	84274	0.3
4801	(pd)	51433	0.3
4800	(pd)	51433	0.3
2623	(pd)	83463	0.3
4211	(pd)	83463	0.3
4005	(pd)	83463	0.3
2002	(pd)	83463	0.3
1832	(pd)	4091	0.3
6239	(pd)	4091	0.3
4807	(pd)	4091	0.3
6774	(pd)	390688	0.3
6772	(pd)	390688	0.3
3662	(pd)	9966	0.3
3663	(pd)	9966	0.3
3665	(pd)	9966	0.3
3661	(pd)	9966	0.3
3660	(pd)	9966	0.3
3664	(pd)	9966	0.3
3394	(pd)	9966	0.3
3659	(pd)	9966	0.3
6670	(pd)	54934	0.3
1869	(pd)	23338	0.3
1050	(pd)	23338	0.3
1832	(pd)	23338	0.3
7490	(pd)	23338	0.3
672	(pd)	23338	0.3
1959	(pd)	23338	0.3
1958	(pd)	23338	0.3
6239	(pd)	23338	0.3
4303	(pd)	23338	0.3
6667	(pd)	23338	0.3
7026	(pd)	23338	0.3
51176	(pd)	23338	0.3
7392	(pd)	23338	0.3
6668	(pd)	23338	0.3
2310	(pd)	23338	0.3
3172	(pd)	23338	0.3
3174	(pd)	23338	0.3
6671	(pd)	23338	0.3
6670	(pd)	23338	0.3
1960	(pd)	23338	0.3
2113	(pd)	23338	0.3
7593	(pd)	23338	0.3
7025	(pd)	23338	0.3
9354	(pd)	23338	0.3
2309	(pd)	23338	0.3
3090	(pd)	23338	0.3
