TF	Gene	Interaction
CRP	b1388	1
CRP	b3579	1
CRP	b3582	1
CRP	b1892	1
CRP	b1393	1
CRP	b0598	1
CRP	b3722	1
CRP	b0331	1
CRP	b1392	1
CRP	b3581	1
CRP	b2366	1
CRP	b3904	1
CRP	b4194	1
CRP	b1514	1
CRP	b3132	1
CRP	b0334	1
CRP	b3902	1
CRP	b0440	1
CRP	b3134	1
CRP	b1397	1
CRP	b0333	1
CRP	b3583	1
CRP	b1398	1
CRP	b2508	1
CRP	b2804	1
CRP	b2507	1
CRP	b3721	1
CRP	b3903	1
CRP	b2662	1
CRP	b2663	1
CRP	b2927	1
CRP	b4118	1
CRP	b4119	1
CRP	b0036	1
CRP	b1395	1
CRP	b3451	1
CRP	b0037	1
CRP	b3453	1
CRP	b0330	1
CRP	b4195	1
CRP	b0038	1
CRP	b4193	1
CRP	b3600	1
CRP	b1738	1
CRP	b3588	1
CRP	b1394	1
CRP	b3906	1
CRP	b3723	1
CRP	b1817	1
CRP	b4198	1
CRP	b1818	1
CRP	b0035	1
CRP	b3135	1
CRP	b4197	1
CRP	b3601	1
CRP	b4196	1
CRP	b3452	1
CRP	b0040	1
CRP	b4068	1
CRP	b4069	1
CRP	b4067	1
CRP	b1901	1
CRP	b3172	1
CRP	b4311	1
CRP	b1900	1
CRP	b1819	1
CRP	b0335	1
CRP	b0039	1
CRP	b2926	1
CRP	b4120	1
CRP	b3236	1
CRP	b0727	1
CRP	b0723	1
CRP	b0724	1
CRP	b0721	1
CRP	b0722	1
CRP	b3423	1
CRP	b0904	1
CRP	b0720	1
CRP	b4000	1
CRP	b0728	1
CRP	b0726	1
CRP	b0729	1
CRP	b1396	1
CRP	b3450	1
CRP	b1387	1
CRP	b2925	1
CRP	b1737	1
CRP	b3425	1
CRP	b4310	1
CRP	b0125	1
CRP	b0903	1
CRP	b3424	1
CRP	b1182	1
CRP	b1735	1
CRP	b2417	1
CRP	b1736	1
CRP	b1734	1
CRP	b3449	1
CRP	b1733	1
CRP	b2957	1
CRP	b2415	1
CRP	b0683	1
CRP	b2416	1
CRP	b0351	1
CRP	b0349	1
CRP	b0034	1
CRP	b0347	1
CRP	b3461	1
CRP	b0348	1
CRP	b0350	1
CRP	b2783	1
CRP	b0352	1
CRP	b2782	1
CRP	b2784	1
CPXR	b1535	1
CPXR	b2215	1
CPXR	b1902	1
CPXR	b0970	1
CPXR	b0161	1
CPXR	b3363	1
CPXR	b3912	1
CPXR	b0460	1
CPXR	b3911	1
CPXR	b0461	1
CPXR	b1113	1
CPXR	b1743	1
CPXR	b3859	1
CPXR	b3095	1
CPXR	b3860	1
CPXR	b1846	1
CPXR	b0441	1
CPXR	b0754	1
CPXR	b3096	1
CPXR	b2077	1
CPXR	b2078	1
CPXR	b2079	1
CPXR	b2076	1
CPXR	b2470	1
CPXR	b2074	1
CPXR	b2075	1
GADE	b3511	1
GADE	b3509	1
GADE	b3512	1
GADE	b3510	1
GADE	b3517	1
GADE	b1493	1
GADE	b1492	1
GADE	b3513	1
GADE	b1951	1
GADE	b3516	1
GADE	b3514	1
GADE	b3212	1
GADE	b3213	1
GADE	b3214	1
TORR	b3708	1
TORR	b3707	1
TORR	b0998	1
TORR	b0996	1
TORR	b0997	1
TORR	b3709	1
FLHDC	b1073	1
FLHDC	b1076	1
FLHDC	b1075	1
FLHDC	b1074	1
FLHDC	b1078	1
FLHDC	b1079	1
FLHDC	b1077	1
FLHDC	b1080	1
FLHDC	b1944	1
FLHDC	b1945	1
FLHDC	b1946	1
FLHDC	b1947	1
FLHDC	b1922	1
FLHDC	b1921	1
FLHDC	b1081	1
FLHDC	b1949	1
FLHDC	b1948	1
FLHDC	b1880	1
FLHDC	b1950	1
FLHDC	b1879	1
FLHDC	b1904	1
FLHDC	b1878	1
FLHDC	b0655	1
FLHDC	b1920	1
FLHDC	b0653	1
FLHDC	b0654	1
FLHDC	b0652	1
NTRC	b1748	1
NTRC	b1744	1
NTRC	b1745	1
NTRC	b1747	1
NTRC	b1746	1
PHOP	b0557	1
PHOP	b3207	1
PHOP	b1826	1
PHOP	b0154	1
PHOP	b1609	1
PHOP	b1608	1
PHOP	b4242	1
PHOP	b0677	1
NARP	b4071	1
NARP	b3365	1
NARP	b3366	1
NARP	b4070	1
NARP	b3367	1
NARP	b4072	1
NARP	b4073	1
NARP	b4076	1
NARP	b4074	1
NARP	b3368	1
NARP	b4075	1
FHLA	b2725	1
FHLA	b2723	1
FHLA	b2720	1
FHLA	b2721	1
FHLA	b2724	1
FHLA	b2719	1
FHLA	b2718	1
FHLA	b2726	1
FHLA	b2722	1
FHLA	b2727	1
FHLA	b2729	1
FHLA	b2717	1
FHLA	b2728	1
FHLA	b2730	1
FHLA	b4079	1
FHLA	b2731	1
FHLA	b2713	1
FHLA	b2712	1
NARL	b3365	1
NARL	b3366	1
NARL	b1223	1
NARL	b1224	1
NARL	b1225	1
NARL	b1474	1
NARL	b1227	1
NARL	b1226	1
NARL	b1476	1
NARL	b3367	1
NARL	b0873	1
NARL	b1475	1
NARL	b0872	1
NARL	b3368	1
DNAA	b2235	1
DNAA	b2234	1
DNAA	b3863	1
TDCA	b3117	1
TDCA	b3115	1
TDCA	b3116	1
TDCA	b3118	1
TDCA	b3113	1
TDCA	b3114	1
CADC	b4132	1
CADC	b4131	1
KDPE	b0697	1
KDPE	b0698	1
KDPE	b0696	1
ILVY	b3774	1
BAER	b2077	1
BAER	b2074	1
BAER	b2076	1
BAER	b2079	1
BAER	b2075	1
BAER	b2078	1
BAER	b2470	1
ALLS	b0517	1
ALLS	b0515	1
ALLS	b0516	1
SGRR	b0070	1
SGRR	b2379	1
RHAR	b3906	1
RHAR	b3905	1
ENVY	b0782	1
ENVY	b0781	1
ENVY	b0783	1
ENVY	b0785	1
ENVY	b0784	1
MHPR	b0348	1
MHPR	b0349	1
MHPR	b0347	1
MHPR	b0351	1
MHPR	b0350	1
MHPR	b0352	1
YDEO	b3512	1
YDEO	b3513	1
YDEO	b3514	1
SOXR	b4062	1
SOXR	b1611	1
ZRAR	b4003	1
ZRAR	b4002	1
ZRAR	b4004	1
QSEB	b3025	1
QSEB	b3026	1
GADX	b1493	1
GADX	b3517	1
GADX	b1492	1
GADX	b3516	1
EVGA	b3512	1
EVGA	b2369	1
EVGA	b3513	1
EVGA	b3514	1
EVGA	b2367	1
EVGA	b2370	1
EVGA	b2368	1
LRHA	b2289	1
LRHA	b4313	1
SLYA	b1182	1
ZNTR	b3469	1
CUSR	b0572	1
CUSR	b0573	1
CUSR	b0574	1
CUSR	b0575	1
CUSR	b0571	1
CUSR	b0570	1
HCAR	b2539	1
HCAR	b2540	1
HCAR	b2541	1
HCAR	b2542	1
HCAR	b2538	1
UHPA	b3666	1
GLCC	b2979	1
GLCC	b2976	1
GLCC	b2977	1
GLCC	b2975	1
TDCR	b3117	1
TDCR	b3115	1
TDCR	b3116	1
TDCR	b3118	1
TDCR	b3113	1
TDCR	b3114	1
CYNR	b0339	1
CYNR	b0340	1
CYNR	b0341	1
CBL	b0936	1
CBL	b0365	1
CBL	b0366	1
CBL	b0937	1
CBL	b0368	1
CBL	b0933	1
CBL	b0367	1
CBL	b0935	1
CBL	b0934	1
H-NS	b1182	-1
PHOB	b3451	1
PHOB	b3453	1
PHOB	b3452	1
PHOB	b3449	1
PHOB	b3450	1
FIS	b3123	1
FIS	b1109	1
FIS	b1101	1
FIS	b1274	1
ARAC	b0062	1
ARAC	b0063	1
ARAC	b0061	1
ARAC	b0064	1
FUR	b0591	-1
IHF	b0936	1
IHF	b0937	1
IHF	b3771	1
IHF	b3772	1
IHF	b3770	1
IHF	b4071	1
IHF	b4070	1
IHF	b3766	1
IHF	b3769	1
IHF	b4072	1
IHF	b0929	1
IHF	b0935	1
IHF	b0934	1
IHF	b0033	1
IHF	b4073	1
IHF	b2711	1
IHF	b0933	1
IHF	b2710	1
IHF	b4075	1
IHF	b4074	1
IHF	b4076	1
IHF	b0032	1
OMPR	b0929	1
TYRR	b1907	-1
FNR	b2579	1
FNR	b1474	1
FNR	b1476	1
FNR	b0734	1
FNR	b0733	1
FNR	b0115	1
FNR	b0114	1
FNR	b1475	1
FNR	b0116	1
FNR	b0113	1
LRP	b1189	1
LRP	b1482	1
LRP	b1190	1
LRP	b2913	1
NAGC	b3729	-1
NAGC	b3730	-1
FRUR	b2415	-1
FRUR	b2416	-1
FRUR	b2417	-1
GCVA	b2905	-1
GCVA	b2903	-1
GCVA	b2904	-1
ARCA	b0721	-1
ARCA	b0722	-1
ARCA	b0723	-1
ARCA	b0726	-1
ARCA	b0724	-1
ARCA	b0727	-1
ARCA	b0728	-1
ARCA	b0729	-1
CRP	b2964	1
CRP	b4111	1
CRP	b0344	1
CRP	b0342	1
CRP	b2143	1
CRP	b4382	1
CRP	b1189	1
CRP	b0343	1
CRP	b4381	1
CRP	b1190	1
CRP	b0411	1
CRP	b0679	1
CRP	b4384	1
CRP	b0678	1
CRP	b3261	1
CRP	b4383	1
CRP	b0758	1
CRP	b0759	1
CRP	b0757	1
CRP	b0756	1
CRP	b3363	1
CRP	b3260	1
CRP	b0676	1
CRP	b3405	1
CRP	b0677	1
CRP	b3357	1
CRP	b0675	1
CRP	b3404	1
CRP	b2741	1
CRP	b3356	1
CRP	b0396	1
SDIA	b0093	-1
NTRC	b0810	1
NTRC	b0809	1
NTRC	b0811	1
NTRC	b3869	1
NTRC	b3870	1
NTRC	b3868	1
PHOP	b1641	1
PHOP	b1130	1
PHOP	b1129	1
NARP	b2203	1
NARP	b2206	1
NARP	b2207	1
NARP	b2208	1
NARP	b2202	1
NARP	b2204	1
NARP	b2205	1
NARP	b2197	1
NARP	b2199	1
NARP	b2198	1
NARP	b2201	1
NARP	b2196	1
NARP	b2195	1
NARP	b2200	1
NARP	b2194	1
CYTR	b0411	-1
CYTR	b3934	-1
NARL	b4071	-1
NARL	b4070	-1
NARL	b4072	-1
NARL	b4074	-1
NARL	b4073	-1
NARL	b4075	-1
NARL	b4076	-1
GALS	b0758	-1
GALS	b0759	-1
GALS	b0757	-1
GALS	b0756	-1
MELR	b4118	1
MELR	b4119	1
MELR	b4120	1
GALR	b0758	-1
GALR	b0759	-1
GALR	b0757	-1
GALR	b0756	-1
CHBR	b1737	1
CHBR	b1735	1
CHBR	b1736	1
CHBR	b1734	1
CHBR	b1738	1
CHBR	b1733	1
